latitude,longitude,hour,safety_score,is_safe
28.706758610754704,77.01843731574668,21,5,0
21.31394348809393,72.8225317950266,15,77,1
25.4702428768871,85.04818721011249,21,85,1
13.03363769775238,80.161619128804,7,42,0
26.909484229662432,81.0333392310376,14,95,1
13.153326539958384,80.4184231054403,14,42,0
21.027918338500495,79.17205396501154,23,72,1
26.803258253357154,75.73587612680652,19,77,1
12.947243409638743,80.33437955385746,22,22,0
21.04576682922338,72.69601493766595,10,77,1
26.934658536847884,81.03874839176945,20,85,1
26.326340945072413,80.41466719982138,2,75,1
26.548585328055314,80.38346680850411,3,75,1
25.49608361026048,85.0089574925524,2,75,1
9.898119118317151,76.17577025748865,4,68,1
22.631480682809837,88.48377197717069,20,79,1
19.172650637198288,73.00555589698946,14,46,0
26.714220507555925,80.93092934506345,10,95,1
28.68513880820977,77.01290243106561,14,10,0
25.70419676400858,85.11700114987264,13,95,1
26.85726158547801,75.93109082587415,14,87,1
21.10603880421306,78.94102021681188,5,92,1
21.06303132428732,72.71516975706848,5,77,1
11.14875181962134,77.09819793142323,0,75,1
13.141390864647537,80.30455327270197,15,42,0
12.95529071312633,77.67438595601189,13,74,1
10.935643855621242,77.02948125248189,8,95,1
26.730513438206295,80.89558347665975,5,95,1
22.834630470909325,75.94067189557316,7,94,1
25.548441817963514,85.21039630619904,17,95,1
22.45239980892115,88.44240172914354,23,69,1
19.030439308089164,72.82186762104254,10,46,0
22.588096291021525,75.83107199669463,5,94,1
23.111617596038766,72.70078767452131,11,67,1
21.0033033656536,78.97937291472394,14,92,1
21.26413931962785,72.86207099133516,19,67,1
25.583321062690747,85.02599698426181,17,95,1
18.463437499055726,73.91610934246063,20,76,1
11.13463485746059,75.79053785813927,6,95,1
22.718423595596196,75.81711297360138,7,94,1
11.406111722157355,75.80076951024724,6,95,1
28.672744975048683,77.11164743133519,8,10,0
26.92409856065716,81.00116597500421,22,75,1
28.60277809975906,77.10749165964661,12,10,0
9.939915621236256,76.15122298047531,5,88,1
22.512675086620725,88.38759983309006,12,89,1
26.43430309646129,80.31649349514782,4,75,1
23.07241332206237,72.4899881602863,19,57,1
11.339097542753324,75.8885499877417,1,75,1
12.910774039067393,77.51144306452885,20,64,1
22.442061814053766,88.49638833398647,2,69,1
22.46400183780546,88.33175519341617,10,89,1
13.21341556968211,80.1711207621576,4,22,0
26.44567548261247,80.26536933849053,10,95,1
12.961535327837336,80.35206321303502,9,42,0
28.704962659212235,77.48376525198859,22,75,1
10.064544087127699,76.29275451634834,14,88,1
26.740188113993117,81.08860696547097,2,75,1
18.965684784596558,72.94035420452555,4,26,0
21.288124115142757,79.1542856359658,0,72,1
13.112754207436751,77.52807812340163,15,74,1
22.607033711994497,75.9242153782815,2,74,1
19.161040010898073,72.73505326870513,22,26,0
18.592232462133474,73.82548249139471,3,66,1
13.003559150498251,77.60327732037135,15,74,1
13.019757796562349,77.46057653428737,5,74,1
11.165932936731389,75.88095366482936,7,95,1
11.216300174452513,75.74350518999329,9,95,1
28.76573702653401,77.51945564532032,6,95,1
21.252098507092875,72.91802630487194,7,77,1
25.66733436698157,85.091638013076,16,95,1
25.719713005347682,85.06813968438782,7,95,1
22.916952089436094,72.59311265675781,3,47,0
26.302082231045954,80.30892080074476,18,85,1
11.175587414035395,75.68467700800487,10,95,1
22.551031638916445,88.39092219416928,19,79,1
11.304481350314898,75.8968075055431,18,85,1
28.53250266643774,77.38599351189909,6,95,1
23.082499414468042,72.43425983407671,16,67,1
26.96440240455027,80.88458244582516,15,95,1
11.243160378520981,75.85435053207318,14,95,1
21.267120622579615,78.96339782327232,4,72,1
26.965195076663267,80.97296395380135,4,75,1
9.867754337475272,76.24053550674621,0,68,1
25.587660160488397,85.1501496387262,16,95,1
26.582652323340238,80.25657877156912,15,95,1
12.937593358558956,77.49792679192959,12,74,1
13.048186486945514,77.63222830422347,1,54,1
10.939195304015904,76.98117940478923,8,95,1
25.674813605066433,85.28133123998464,7,95,1
22.454101349405878,88.27814471271068,16,89,1
26.923165883351693,80.92887279956304,15,95,1
28.64464515871585,77.15095493783237,18,5,0
19.103884378140343,72.94343722210868,16,46,0
21.198708668040354,72.80694057472583,7,77,1
17.28784485692586,78.38901520463084,8,95,1
26.878763979842248,75.91670072287761,18,77,1
13.011240986350014,80.16493462604669,10,42,0
26.963798313177517,75.91676427248386,17,87,1
9.82684005907538,76.38972605463535,16,88,1
10.9723036641768,76.96704662581473,6,95,1
10.879507486379817,76.8698767280912,17,95,1
23.111578417630128,72.55462534593946,19,57,1
26.32914731714553,80.44697935827939,2,75,1
28.647325945652586,77.59062268790608,10,95,1
9.820867552351672,76.29549493290513,8,88,1
28.810196439552982,77.232278627311,14,10,0
23.09439252902233,72.53783889041605,19,57,1
22.72212587132415,75.77924081131893,2,74,1
12.898491379967925,77.73834574606266,23,54,1
11.127485407917339,75.7306752421877,7,95,1
26.771535244287783,80.86769677438379,18,85,1
23.14417272685292,72.42725568371083,3,47,0
26.557767633706565,80.47506046011961,12,95,1
17.513018450839887,78.39552496951653,19,85,1
12.896726316385841,77.62414674655851,21,64,1
21.05904833100837,79.19869564608558,22,72,1
18.450520300251934,73.7093219607228,15,86,1
17.34969507409413,78.38105011566947,19,85,1
19.02388253648012,72.99112588985265,19,36,0
21.168954173065522,72.97225753039744,12,77,1
18.665080099037702,73.96969856424928,23,66,1
26.84188873221588,75.64320154923298,16,87,1
26.37900143201954,80.35668910458091,12,95,1
26.304324392388796,80.28381072942018,8,95,1
10.888337057546122,77.049746891056,19,85,1
22.74917718928102,75.86870492414013,8,94,1
13.17925011783258,80.39349568080948,1,22,0
22.598330390216525,88.41822729862916,12,89,1
21.25416064178505,72.69694328858373,1,57,1
22.50480658789502,88.32068334311644,19,79,1
18.928707241893164,72.95651538622211,2,26,0
21.161542115000646,79.01199881741904,15,92,1
11.116684745726952,75.6963141915944,23,75,1
28.65035308107954,77.57984527510978,8,95,1
12.925711586632305,77.57461856830264,9,74,1
9.85500241673667,76.3756903736828,7,88,1
22.599007043073026,75.91778349445426,3,74,1
18.496405664875756,73.711178221915,18,76,1
13.106199849311473,77.57612715617273,1,54,1
10.037242281661268,76.41550652776169,1,68,1
22.607003533372975,88.46618821320374,6,89,1
22.561308395092706,88.25164372945997,4,69,1
21.266725388083415,79.08020145314403,4,72,1
23.06992569249996,72.70894753947769,17,67,1
18.51861707036368,73.91477293241572,12,86,1
21.189080947698734,79.08785251391944,22,72,1
10.98022453758497,76.81843362389621,14,95,1
17.30757650487821,78.6260442449879,15,95,1
26.85061276983911,81.07295915436613,10,95,1
21.03933813377103,72.74236842938231,20,67,1
26.386871411152477,80.37820313250865,19,85,1
19.21489224799669,73.01675324972062,16,46,0
22.4669740142089,88.43439474637222,15,89,1
17.527352951340266,78.35214804331464,4,75,1
26.70991904793808,80.99555001089946,19,85,1
28.557744163440173,77.45520737770707,15,95,1
21.19642548143259,79.19955094479087,23,72,1
10.069109561116004,76.21027032593679,1,68,1
26.9939398795784,80.81965680233995,18,85,1
25.53797959224211,85.1221581994904,16,95,1
17.51361316787105,78.4695066572818,2,75,1
26.563822122031898,80.2850966160431,10,95,1
26.4420538203279,80.29787251124873,7,95,1
25.64195397031563,85.21410795254523,6,95,1
22.79841276996255,75.80828130152274,5,94,1
22.563670715412428,88.37777698888604,18,79,1
21.176019107956535,79.03022345592707,19,82,1
22.585560155806238,88.27060168100952,13,89,1
10.867919823530045,76.91374994100076,8,95,1
11.377229762288737,75.6511298989767,22,75,1
19.05771573189408,72.84190028896315,16,46,0
28.5603972319281,76.96553337636105,7,10,0
13.179456031292359,80.16412573306135,6,42,0
12.992103710443658,80.40839542240046,11,42,0
23.0410082200104,72.69371866977836,16,67,1
9.855462040719077,76.24664333316333,2,68,1
17.348651735750405,78.50307815472809,11,95,1
26.53399438137934,80.20808704579201,15,95,1
22.664617965011537,88.23011897254194,0,69,1
26.866037681655406,75.72207744427486,7,87,1
12.934959547742327,80.28717221020152,0,22,0
21.17503054000278,72.81928031041426,6,77,1
11.104456675561936,77.04803916509098,7,95,1
13.106608305888184,77.57413894698654,8,74,1
26.30430571687626,80.36050691948161,5,95,1
21.025447510987313,72.75949029005592,13,77,1
21.227767832632324,72.95307408275261,9,77,1
11.131221559574119,75.83335408007021,23,75,1
13.009901689302401,80.22971835527241,8,42,0
26.506404010255174,80.46117295469656,22,75,1
21.07001052309322,72.80226891610887,7,77,1
17.487053967444343,78.57589254024977,12,95,1
11.102254361461112,76.91931334919029,3,75,1
26.91774078307874,75.792626417626,12,87,1
25.46253788187483,85.10797436185811,7,95,1
22.855255928213936,75.79917838519339,4,74,1
23.102039212053764,72.53158291522685,20,57,1
12.955981482714462,77.70392708272092,7,74,1
28.712618635187052,77.10927606560159,4,5,0
21.165480758243014,72.74354126747949,17,77,1
10.991076405653022,76.85242682849264,19,85,1
21.045858003772995,72.69387505802644,14,77,1
22.5888701096589,88.26317717382862,1,69,1
28.825238804772926,77.07758397348074,7,10,0
9.793015973712226,76.12333184182741,23,68,1
22.996857987228665,72.65588547441314,9,67,1
23.104377361963685,72.52480360279836,16,67,1
22.533679031172138,88.49707594955174,10,89,1
18.457151805529858,73.77567372472264,12,86,1
17.463877107568575,78.59556779189239,12,95,1
23.058595444023027,72.53360496724676,22,47,0
17.438312294736043,78.49769828763482,22,75,1
25.470908143596056,85.13791749098307,15,95,1
25.676035378552104,85.02489549982742,18,85,1
28.709017018347556,77.0204165955126,12,10,0
26.948050164964506,80.84880319461472,16,95,1
18.403570512938064,73.89441392103896,13,86,1
22.457942951106865,88.47290172600873,2,69,1
26.316286781574224,80.35629643891853,10,95,1
22.727318966578324,75.82809679962905,0,74,1
11.165926914482649,75.76203627021026,16,95,1
17.32554585833215,78.61439318860417,12,95,1
22.541172091105498,88.28454212404287,14,89,1
13.037310966206373,77.56412642577463,22,54,1
9.963270496830754,76.40032774053988,12,88,1
28.626951316540787,77.49576893075225,14,95,1
11.115338030961723,76.97970060446423,10,95,1
11.397702742603583,75.79056842960625,15,95,1
25.712320169215765,85.23499177580788,2,75,1
9.925372774545119,76.4100154824601,3,68,1
17.475096563019118,78.36600558779804,11,95,1
26.834155258480703,75.70979518729008,13,87,1
22.428550226568127,88.23071773531014,16,89,1
18.401819872702653,73.7270454280465,22,66,1
28.714035171220186,77.35499087563392,2,75,1
9.824952714631682,76.20452698073846,23,68,1
12.963534561898644,80.29176669586914,12,42,0
28.755978204149287,77.33952594635329,3,75,1
13.139272088663558,80.32329954985245,10,42,0
11.22784188692104,75.89950303111834,23,75,1
18.469302788983576,73.98806949460216,8,86,1
22.923890046325152,72.60480762381881,8,67,1
12.967575813076683,80.30746961705377,6,42,0
28.67402569885828,77.4497072130323,18,85,1
26.791428148052123,75.7930366276742,11,87,1
28.75459159726014,77.39676658676483,1,75,1
18.96118408444635,72.84288021780188,18,36,0
22.686318077033995,88.43845456165278,22,69,1
21.122962076390788,79.18558263674375,15,92,1
26.88261396572326,80.84270207332175,15,95,1
18.40212022893528,73.72041737828042,1,66,1
11.14555562662503,76.9232305940591,11,95,1
22.527518142679348,88.41020895382823,0,69,1
9.933859014134676,76.20600862874635,15,88,1
10.006798368218517,76.33389499739222,2,68,1
28.775874629155197,77.58437032689167,12,95,1
28.738911274497735,77.11769632102111,14,10,0
19.099485378414887,73.00762352444968,16,46,0
26.333488870863167,80.41117468654261,0,75,1
22.570316333579147,88.25927005343392,4,69,1
18.593768956504167,73.9395593658847,12,86,1
22.62334327145326,88.2823545805174,17,89,1
22.723319886463276,75.88918710676786,22,74,1
23.137717418157465,72.46225778117841,6,67,1
28.61296620462526,77.56935419238008,5,95,1
23.06676411104467,72.49023027386427,10,67,1
11.18142093214237,75.74197772877889,12,95,1
12.98120558394804,77.53988643391297,10,74,1
23.109234305118115,72.5812086543516,16,67,1
12.940667277588119,77.72134137124718,0,54,1
11.232895786267926,75.83960447940373,3,75,1
22.452736844635076,88.46677071385922,18,79,1
25.638844790809454,84.98879867486194,4,75,1
9.983727753900567,76.15434401571777,15,88,1
22.72124193433333,75.71696961034876,7,94,1
11.358803601017534,75.73208369501876,10,95,1
27.01450866275033,75.65954963900646,13,87,1
22.634647576465927,75.81318577431645,21,84,1
22.729347592708063,75.93006983748417,19,84,1
22.750656431986386,75.98462566074602,1,74,1
21.121639829746194,72.93138062736296,23,57,1
18.947920700734965,72.91604709592683,7,46,0
17.35011946870042,78.36192934294337,10,95,1
28.577783048075897,77.33307515243678,16,95,1
11.067419504280366,76.92159230484036,2,75,1
22.459674809517622,88.38956466772935,2,69,1
21.047141114711877,72.97003830251634,4,57,1
26.87645123119845,80.97432335292541,21,85,1
13.085780022947056,77.56998952884844,12,74,1
18.991436453176437,72.75195352910846,10,46,0
22.63581857398763,88.25905302295115,15,89,1
28.739810985167576,77.46934206414393,8,95,1
22.73280705726376,75.79572263508955,1,74,1
28.726014582790686,77.11171146901046,16,10,0
19.13450295232087,73.01990711153402,3,26,0
26.825090636106417,75.7707396136138,2,67,1
27.00711120386412,75.90426214966104,12,87,1
28.791158276993176,77.44001607859315,14,95,1
25.46395709432292,85.22725146904341,19,85,1
26.484432710457227,80.38692671522857,1,75,1
28.602007246852786,77.57792967536622,13,95,1
17.27411496688737,78.5854295933532,3,75,1
13.065726422048755,77.499617906614,4,54,1
25.579193944777842,85.0077538531699,21,85,1
26.558714688978842,80.20311745845437,12,95,1
22.453588119263912,88.41928929538501,11,89,1
19.10758318374284,72.99139659988037,9,46,0
10.016988976167035,76.41686218742784,12,88,1
26.698335556317392,81.0512231028581,7,95,1
11.28973999901769,75.9126721741982,3,75,1
19.179705783639296,72.77546729293752,12,46,0
25.46581023840344,85.27673283963225,22,75,1
21.047541617160487,72.72944067030838,12,77,1
26.50390014590782,80.34817405200155,22,75,1
11.027410499720034,77.08006802748251,12,95,1
28.84396878442736,77.02269733408917,17,10,0
11.09748347261228,77.00849051594868,18,85,1
21.314816483006037,72.91763653854443,23,57,1
13.112378039615107,80.17598001173603,21,32,0
11.358500700662875,75.8720461396529,9,95,1
21.18595107251017,72.72803056618366,20,67,1
26.419461751522803,80.47838146723394,10,95,1
28.757879816134146,77.18634608908759,7,10,0
22.622141540234978,88.42233583567558,22,69,1
10.080754053933461,76.36895074218766,0,68,1
26.44905196773107,80.43693962932221,18,85,1
28.781833822175564,77.43446822447281,3,75,1
26.57643187488324,80.36105141605665,23,75,1
28.582511745264227,77.5201692072112,5,95,1
12.917317975356358,77.62194969466123,21,64,1
21.072061643721856,79.20157424480682,16,92,1
21.11846550464782,79.17537743225203,0,72,1
18.587895304474312,73.88722804889997,6,86,1
18.490266004646134,73.87996477930336,11,86,1
26.484019226031997,80.43359252667491,10,95,1
13.200966035746092,80.33336105006198,19,32,0
26.467381904002938,80.18521774056525,7,95,1
22.583091379300864,75.90544574097252,21,84,1
23.07675291462775,72.43045771236044,10,67,1
13.232350597354367,80.29568482766014,6,42,0
25.631221730572182,85.23400076438723,18,85,1
23.057053187597717,72.42989878169203,11,67,1
28.83572687749317,77.21458657723791,13,10,0
19.167794543876955,72.94610726875948,9,46,0
26.780799534887038,75.64446352998372,10,87,1
11.334497314474623,75.84209413922399,3,75,1
10.918326427067862,77.08546805134188,7,95,1
26.86098105908663,81.04917786970854,15,95,1
23.10948991522236,72.72019230937737,16,67,1
12.89666756031104,77.65710422605275,16,74,1
11.12275413814551,75.86757372892791,18,85,1
21.19509367095075,79.15336233079184,7,92,1
12.988231346315864,77.57248271001825,17,74,1
28.80230662318414,77.41663259603418,10,95,1
21.105250160481894,72.89614223540914,19,67,1
10.921302309243483,77.03174681971446,21,85,1
10.989461824637269,76.97405256650858,15,95,1
13.141631046704637,80.1816912037073,4,22,0
11.402204833142981,75.80112349614849,6,95,1
26.997435943919076,75.6720926797024,5,87,1
26.30778136970745,80.45927069922773,18,85,1
21.102871843718884,79.05207705011904,17,92,1
23.055392423163088,72.63021498274239,6,67,1
22.71146777378853,88.46328793335594,13,89,1
26.911218630785296,81.090704312632,14,95,1
28.59752355199199,77.15372861598888,1,5,0
28.5599926171032,77.06132454313644,22,5,0
19.15930277017118,72.72984298706378,0,26,0
28.56402052939239,76.99798668460066,14,10,0
26.95122792438527,75.75224136751453,22,67,1
18.65272399877786,73.9630412558879,18,76,1
11.371157821349001,75.69801693592426,9,95,1
28.699065441026498,77.48544131893799,1,75,1
25.587963580301288,85.16005740580788,20,85,1
10.047397752298025,76.18943665383817,3,68,1
18.513811079228972,73.87287463176864,22,66,1
10.894632432236765,76.8966768184729,0,75,1
9.782934854715656,76.16811919466707,14,88,1
9.972718701187661,76.34691174841998,17,88,1
28.710319961427235,77.15600474620197,11,10,0
22.570822029384267,88.2958028987655,11,89,1
22.57270155092223,88.39034326899117,23,69,1
17.32025331923884,78.37857543545904,8,95,1
17.341041322746374,78.59300866329274,21,85,1
25.663752146973344,85.18093863183799,5,95,1
28.74709602797476,77.42803537746353,18,85,1
26.744454655148875,80.92711987680313,20,85,1
28.700305732964782,77.1314994023857,19,5,0
26.851469383841906,80.85582620911653,0,75,1
21.234586959406965,72.88998116648784,10,77,1
21.270072806176632,79.0976379349976,16,92,1
18.994056499177415,72.81256628656884,18,36,0
22.860495645027168,75.89340373433542,16,94,1
13.012453542717225,80.28477542965702,10,42,0
22.707847417514348,88.41730371427641,8,89,1
23.03856878659632,72.55585792846604,0,47,0
11.148991427742704,76.96584465664847,10,95,1
21.18823876509304,72.71045476045494,10,77,1
26.886345824265526,75.87002811282012,13,87,1
25.658997178898158,85.0338279893901,1,75,1
28.81935882286922,77.09694086011025,9,10,0
21.275309360530176,78.95715806490009,15,92,1
21.100049144073985,79.08049203157027,13,92,1
10.940412862037272,76.91205804849591,18,85,1
21.19888821499601,79.14401542153998,16,92,1
28.653694794026375,76.95549273713657,18,5,0
19.124045321936816,72.93949302198689,23,26,0
11.201386095160379,75.86724290261479,1,75,1
22.430904635871773,88.41009667174946,11,89,1
22.634453511090193,75.96265200895157,20,84,1
9.925543871248205,76.2035775826799,11,88,1
26.908855537196086,75.89317507264863,13,87,1
10.899223881612642,76.97644468046975,20,85,1
10.942811602919747,77.10175256404759,2,75,1
10.90620187643696,76.9600965784522,7,95,1
22.573311141878335,88.46790619222025,6,89,1
28.794737555455786,77.35898963041274,8,95,1
22.64349722184878,75.98563445430719,16,94,1
12.986651112590208,80.2531553274736,16,42,0
21.145728396479136,72.8069908202442,17,77,1
13.061685426518713,77.57280582289705,5,74,1
17.358870173308745,78.33740604973083,19,85,1
11.366390522867363,75.84675027386083,10,95,1
11.216548637551202,75.83109064583007,20,85,1
25.716467991742714,85.17386286840069,4,75,1
18.39540054547003,73.75697733533987,18,76,1
26.927431741188006,80.7989070258353,23,75,1
17.318272936936584,78.3502273928541,21,85,1
11.191300658079822,75.92632899750251,20,85,1
18.46542543280573,73.7610371111526,3,66,1
21.216078012395354,72.80239455061735,2,57,1
26.937972310682007,80.84049676948634,22,75,1
26.506850383919268,80.31931276625087,17,95,1
18.947203461778415,72.727777261997,16,46,0
11.40155292229966,75.7946051654701,3,75,1
25.49581532821474,85.17908735222991,13,95,1
22.713295330805476,75.92535613028807,19,84,1
26.336890004321337,80.19191170307539,1,75,1
11.122049553197137,76.91996913185348,12,95,1
26.779328651806125,75.8640540230846,14,87,1
28.599053551705246,77.52491990588634,23,75,1
22.609993530986955,75.7782460111868,20,84,1
26.72876749898755,80.8957895892648,22,75,1
17.276341585580518,78.37898880777563,16,95,1
28.645731052308417,77.32113559266048,22,75,1
25.693180054142143,84.99504302278605,7,95,1
21.21453603506968,79.00743787830035,5,92,1
9.870945523121414,76.14525895491562,12,88,1
21.063997269651747,72.80621281668985,8,77,1
12.959940448592524,77.67822564694995,6,74,1
26.769591728710243,75.76633567094188,7,87,1
26.903702852277448,80.89809691274958,19,85,1
21.061556320663993,72.69448629221615,6,77,1
26.54926777868151,80.36807247231657,5,95,1
11.231595133463484,75.90455739948908,3,75,1
26.877768877027467,75.79413901462536,13,87,1
9.966647148918355,76.14949400589248,7,88,1
9.809093512184,76.28286219223311,14,88,1
28.58532237314186,77.08610976421593,14,10,0
19.107769820730333,72.92940590551898,22,26,0
26.967774495071904,75.71222823767128,0,67,1
26.91351105023943,80.84370707486018,6,95,1
12.897123835110005,77.63476473961529,11,74,1
21.236790037181546,79.11584872423997,8,92,1
18.531727808306496,73.9664520267732,10,86,1
26.438052052840877,80.4593784244926,6,95,1
25.615153445869556,85.1096207343324,8,95,1
28.76427386506463,77.4924507681045,17,95,1
11.386804590958205,75.64345919583666,10,95,1
22.602515022318162,88.45785921343806,17,89,1
26.31952577120736,80.48071916441936,7,95,1
28.558953837866145,77.1612724660615,17,10,0
25.500797144653262,85.09782358940535,2,75,1
18.404790847549346,73.79331754800354,2,66,1
22.470080941363868,88.47329306062069,19,79,1
10.951497799415456,77.06932257518525,23,75,1
18.578260933101806,73.9788029646107,5,86,1
13.22650401158079,80.25173237881728,11,42,0
28.527393302606836,77.37049097731872,17,95,1
22.500826268219857,88.36560638217537,9,89,1
18.95894110406141,72.80426795963126,7,46,0
28.71197229589395,76.99207462153868,17,10,0
26.719132854192175,81.04988333207636,13,95,1
26.891897956391226,80.92864488678407,0,75,1
26.55289373203744,80.47190973265367,8,95,1
22.965575954777066,72.66093848205952,14,67,1
10.067388758293198,76.26021255199635,9,88,1
11.252348562252783,75.90990595279696,0,75,1
17.37560134295858,78.56840831301416,20,85,1
22.975056490741498,72.66144127781845,23,47,0
26.78132505287524,75.77784103288633,1,67,1
22.81192509311286,75.90346431323272,11,94,1
9.898088931717055,76.28757411584299,7,88,1
26.509833621483725,80.44853757238744,10,95,1
18.643403146990646,73.9025151375447,23,66,1
12.929396442229338,77.7296463984914,12,74,1
13.040395998612402,80.41945687274622,6,42,0
26.87893755000252,75.79512975422828,15,87,1
19.222376982805642,73.00627778028911,13,46,0
28.556654110775945,77.40166690970842,6,95,1
13.144644351419569,80.15149683884724,0,22,0
22.582166232107213,75.74055337181737,13,94,1
13.041928456350707,77.50425336092411,22,54,1
19.00413934303503,72.92403183001392,2,26,0
21.251915913505353,72.73628436576416,1,57,1
22.738228659691785,75.79728349034208,1,74,1
22.80368301498407,75.89577251952369,18,84,1
26.747677646083687,80.94772327663814,23,75,1
18.96542734143977,72.87190546140033,17,46,0
28.63266934424769,77.3904200311144,7,95,1
18.93650857356116,72.97966958158966,1,26,0
13.12360810476563,80.35726688365844,12,42,0
18.422658652401026,73.98095924437624,16,86,1
18.514752731068334,73.86888813910188,21,76,1
21.035573523016307,72.83697569448474,21,67,1
21.006004243268173,79.17863198806367,22,72,1
21.26143598554805,72.69984117465016,11,77,1
27.03856986768877,75.6857992126671,4,67,1
26.899191247889352,80.83632601624888,5,95,1
22.568258574473496,88.28421128949607,20,79,1
21.12974165855708,72.9170686702858,0,57,1
22.883924384920952,72.43853404246615,12,67,1
11.102080789754531,76.81851411578135,2,75,1
28.811285004169214,77.56334556661734,18,85,1
10.967379749359454,76.96097442184426,23,75,1
10.870742170991026,76.91645162035236,8,95,1
21.01340727047962,79.18144283373863,20,82,1
25.709891536656954,85.1011996765315,16,95,1
26.535755880776,80.29425068200653,1,75,1
26.468213739473974,80.35267422858911,10,95,1
21.08193615614686,79.1249755696795,17,92,1
11.408557188645645,75.86342222778565,17,95,1
23.046929666942244,72.49805956664962,21,57,1
26.78158903700293,75.71904140847064,17,87,1
26.337786474463833,80.38061204314668,10,95,1
21.036310925151092,72.83468996610834,13,77,1
22.641073543373977,88.4780195412842,4,69,1
18.6234817442621,73.95898464155789,16,86,1
28.749900548608807,76.99579057846695,23,5,0
26.821021644197216,80.99524564726956,12,95,1
22.799764968945087,75.95563312443895,6,94,1
25.48498213666494,85.14818130566228,7,95,1
25.661825051949048,85.07873594805297,12,95,1
26.7764584961625,80.88954137565992,17,95,1
9.822497319705896,76.37966505092726,17,88,1
28.759695017963093,77.45689368233342,18,85,1
19.119021108392907,72.8182812881311,2,26,0
22.621234416996618,88.37872808463872,1,69,1
26.46148482110758,80.38539272449484,1,75,1
21.19924596293945,72.8097008380303,20,67,1
19.116441994027948,72.96084813126858,4,26,0
21.02543268491601,72.93940954554635,0,57,1
12.973646468387928,80.26632163708067,4,22,0
25.611524327076147,85.17463312446114,23,75,1
22.63580174971617,88.26157922719132,3,69,1
22.958756570373925,72.49356853712857,0,47,0
11.289399667037738,75.67061964014906,2,75,1
12.93493498043473,80.22838606212332,1,22,0
11.044021898824422,76.94178165736025,12,95,1
11.192710740497422,75.78025878794473,13,95,1
11.213679825801078,75.84043106135996,20,85,1
22.969406610726,72.65464132647264,19,57,1
